customer_id,customer_name,region,segment,signup_date
175,Customer_175,West,Home Office,2021-12-18
176,Customer_176,South,Consumer,2021-09-10
177,Customer_177,East,Consumer,2023-01-06
178,Customer_178,East,Home Office,2020-07-13
179,Customer_179,North,Home Office,2023-08-30
180,Customer_180,East,Consumer,2021-02-15
181,Customer_181,North,Home Office,2022-12-22
182,Customer_182,East,Corporate,2020-07-19
183,Customer_183,South,Corporate,2024-01-21
184,Customer_184,East,Home Office,2024-01-15
185,Customer_185,North,Home Office,2022-04-08
186,Customer_186,North,Consumer,2023-12-23
187,Customer_187,South,Home Office,2022-08-30
188,Customer_188,East,Consumer,2023-02-24
189,Customer_189,East,Corporate,2023-11-24
190,Customer_190,South,Home Office,2023-10-15
191,Customer_191,East,Consumer,2021-04-10
192,Customer_192,East,Consumer,2020-09-28
193,Customer_193,North,Corporate,2021-07-26
194,Customer_194,East,Home Office,2020-04-25
195,Customer_195,East,Corporate,2020-03-20
196,Customer_196,South,Consumer,2021-07-04
197,Customer_197,South,Consumer,2021-02-13
198,Customer_198,West,Home Office,2021-02-08
199,Customer_199,North,Consumer,2021-04-18
200,Customer_200,East,Home Office,2022-09-14
201,Customer_201,East,Corporate,2023-04-25
202,Customer_202,West,Home Office,2021-09-26
203,Customer_203,East,Home Office,2022-08-13
204,Customer_204,North,Consumer,2022-01-18
205,Customer_205,West,Consumer,2021-10-14
206,Customer_206,North,Home Office,2021-11-14
207,Customer_207,West,Consumer,2022-07-19
208,Customer_208,West,Consumer,2020-03-29
209,Customer_209,South,Consumer,2021-01-30
210,Customer_210,North,Home Office,2021-02-06
211,Customer_211,East,Consumer,2022-05-04
212,Customer_212,East,Home Office,2023-08-11
213,Customer_213,North,Consumer,2022-08-11
214,Customer_214,East,Corporate,2021-05-02
215,Customer_215,East,Consumer,2023-08-11
216,Customer_216,North,Consumer,2021-03-15
217,Customer_217,West,Home Office,2022-01-20
218,Customer_218,North,Home Office,2022-01-10
219,Customer_219,West,Consumer,2022-12-13
220,Customer_220,East,Corporate,2021-11-27
221,Customer_221,East,Consumer,2022-07-15
222,Customer_222,East,Consumer,2023-01-26
223,Customer_223,South,Corporate,2021-01-12
224,Customer_224,West,Home Office,2022-02-01
225,Customer_225,South,Consumer,2020-05-06
226,Customer_226,South,Home Office,2022-03-06
227,Customer_227,North,Home Office,2023-10-07
228,Customer_228,South,Corporate,2023-07-04
229,Customer_229,North,Corporate,2021-12-21
230,Customer_230,North,Home Office,2022-05-20
231,Customer_231,South,Consumer,2020-07-02
232,Customer_232,West,Home Office,2021-05-12
233,Customer_233,West,Consumer,2022-12-08
234,Customer_234,West,Consumer,2022-03-09
235,Customer_235,West,Corporate,2020-03-16
236,Customer_236,West,Consumer,2023-08-03
237,Customer_237,South,Consumer,2020-03-22
238,Customer_238,South,Home Office,2023-12-04
239,Customer_239,East,Corporate,2023-06-21
240,Customer_240,West,Consumer,2020-02-09
241,Customer_241,South,Consumer,2022-12-05
242,Customer_242,East,Corporate,2022-11-17
243,Customer_243,West,Home Office,2020-08-17
244,Customer_244,North,Corporate,2022-12-10
245,Customer_245,East,Corporate,2021-10-09
246,Customer_246,South,Consumer,2020-12-28
247,Customer_247,North,Consumer,2020-08-31
248,Customer_248,North,Home Office,2021-10-02
249,Customer_249,North,Consumer,2023-04-11
250,Customer_250,East,Consumer,2020-06-15
251,Customer_251,South,Corporate,2020-12-12
252,Customer_252,North,Consumer,2022-06-24
253,Customer_253,West,Home Office,2023-11-16
254,Customer_254,North,Corporate,2022-06-23
255,Customer_255,North,Home Office,2023-03-29
256,Customer_256,East,Corporate,2023-11-02
257,Customer_257,East,Consumer,2023-10-02
258,Customer_258,South,Corporate,2022-10-25
259,Customer_259,West,Corporate,2023-01-05
260,Customer_260,East,Consumer,2023-01-14
261,Customer_261,North,Consumer,2023-02-18
262,Customer_262,South,Home Office,2022-07-21
263,Customer_263,North,Home Office,2021-04-21
264,Customer_264,North,Consumer,2022-07-10
265,Customer_265,East,Consumer,2021-05-07
266,Customer_266,South,Consumer,2020-03-25
267,Customer_267,West,Corporate,2023-12-31
268,Customer_268,West,Corporate,2020-05-06
269,Customer_269,East,Corporate,2021-10-07
270,Customer_270,East,Consumer,2022-12-29
271,Customer_271,South,Home Office,2023-10-11
272,Customer_272,West,Consumer,2023-03-28
273,Customer_273,West,Corporate,2021-02-22
274,Customer_274,West,Corporate,2022-02-02
275,Customer_275,North,Consumer,2022-11-20
276,Customer_276,West,Consumer,2023-12-24
277,Customer_277,North,Corporate,2022-09-17
278,Customer_278,South,Corporate,2021-05-05
279,Customer_279,North,Corporate,2023-05-27
280,Customer_280,South,Consumer,2021-07-02
281,Customer_281,West,Corporate,2020-07-16
282,Customer_282,West,Corporate,2020-07-06
283,Customer_283,South,Home Office,2020-01-07
284,Customer_284,East,Consumer,2021-12-28
285,Customer_285,South,Home Office,2023-03-02
286,Customer_286,East,Home Office,2020-07-17
287,Customer_287,North,Corporate,2021-04-01
288,Customer_288,North,Consumer,2021-06-16
289,Customer_289,North,Corporate,2023-03-01
290,Customer_290,West,Consumer,2021-04-19
291,Customer_291,North,Home Office,2023-07-24
292,Customer_292,East,Consumer,2022-11-18
293,Customer_293,North,Corporate,2021-11-28
294,Customer_294,South,Corporate,2020-12-12
295,Customer_295,South,Corporate,2023-10-20
296,Customer_296,West,Consumer,2020-05-26
297,Customer_297,South,Home Office,2020-02-29
298,Customer_298,East,Home Office,2023-05-24
299,Customer_299,North,Consumer,2023-12-26
300,Customer_300,West,Corporate,2023-03-13
301,Customer_301,North,Home Office,2021-07-02
302,Customer_302,North,Corporate,2021-05-20
303,Customer_303,East,Consumer,2022-04-14
304,Customer_304,South,Corporate,2020-12-03
305,Customer_305,South,Home Office,2021-04-14
306,Customer_306,North,Home Office,2023-08-06
307,Customer_307,West,Corporate,2023-12-20
308,Customer_308,South,Consumer,2020-08-19
309,Customer_309,West,Corporate,2020-03-14
310,Customer_310,South,Consumer,2022-06-05
311,Customer_311,West,Corporate,2020-08-11
312,Customer_312,East,Home Office,2022-01-01
313,Customer_313,West,Consumer,2020-05-22
314,Customer_314,East,Consumer,2022-04-23
315,Customer_315,East,Consumer,2021-09-09
316,Customer_316,West,Home Office,2022-04-23
317,Customer_317,East,Corporate,2021-09-08
318,Customer_318,North,Home Office,2020-06-16
319,Customer_319,East,Consumer,2022-07-03
320,Customer_320,South,Corporate,2020-11-09
321,Customer_321,West,Home Office,2020-10-01
322,Customer_322,North,Consumer,2021-06-26
323,Customer_323,West,Consumer,2022-02-27
324,Customer_324,South,Home Office,2020-08-15
325,Customer_325,South,Home Office,2022-12-11
326,Customer_326,South,Home Office,2023-12-30
327,Customer_327,East,Consumer,2022-05-03
328,Customer_328,East,Home Office,2022-01-03
329,Customer_329,West,Consumer,2020-06-28
330,Customer_330,West,Home Office,2022-07-04
331,Customer_331,North,Consumer,2023-02-19
332,Customer_332,North,Consumer,2022-04-21
333,Customer_333,West,Corporate,2020-06-15
334,Customer_334,East,Home Office,2020-09-25
335,Customer_335,South,Home Office,2023-09-25
336,Customer_336,West,Consumer,2022-01-01
337,Customer_337,North,Consumer,2022-10-21
338,Customer_338,East,Consumer,2021-07-23
339,Customer_339,West,Corporate,2023-12-17
340,Customer_340,West,Corporate,2020-08-05
341,Customer_341,East,Consumer,2020-07-13
342,Customer_342,West,Home Office,2022-08-18
343,Customer_343,East,Home Office,2022-01-15
344,Customer_344,South,Corporate,2022-07-10
345,Customer_345,East,Corporate,2023-01-28
346,Customer_346,East,Consumer,2023-01-15
347,Customer_347,East,Home Office,2021-07-15
348,Customer_348,West,Consumer,2022-09-16
349,Customer_349,West,Corporate,2020-02-06
350,Customer_350,East,Home Office,2020-04-12
351,Customer_351,West,Home Office,2022-11-18
352,Customer_352,North,Corporate,2023-04-17
353,Customer_353,North,Consumer,2020-04-11
354,Customer_354,West,Consumer,2023-03-17
355,Customer_355,West,Home Office,2023-06-11
356,Customer_356,East,Corporate,2021-05-01
357,Customer_357,South,Home Office,2021-07-27
358,Customer_358,West,Corporate,2021-10-04
359,Customer_359,North,Consumer,2020-02-04
360,Customer_360,East,Corporate,2022-02-14
361,Customer_361,West,Consumer,2020-11-18
362,Customer_362,North,Corporate,2022-11-17
363,Customer_363,North,Home Office,2020-12-19
364,Customer_364,South,Consumer,2022-04-03
365,Customer_365,East,Home Office,2020-10-19
366,Customer_366,East,Home Office,2022-10-21
367,Customer_367,South,Consumer,2020-04-23
368,Customer_368,South,Consumer,2021-12-18
369,Customer_369,East,Home Office,2022-04-01
370,Customer_370,East,Home Office,2020-11-21
371,Customer_371,West,Home Office,2023-09-15
372,Customer_372,West,Home Office,2021-11-26
373,Customer_373,South,Consumer,2022-07-02
374,Customer_374,West,Consumer,2022-04-11
375,Customer_375,North,Home Office,2021-07-27
376,Customer_376,West,Corporate,2023-11-27
377,Customer_377,West,Corporate,2022-05-08
378,Customer_378,North,Consumer,2022-04-30
379,Customer_379,South,Home Office,2021-11-24
380,Customer_380,North,Home Office,2021-11-22
381,Customer_381,West,Consumer,2020-04-02
382,Customer_382,South,Corporate,2020-08-01
383,Customer_383,West,Corporate,2021-12-10
384,Customer_384,North,Corporate,2021-04-07
385,Customer_385,North,Consumer,2021-03-31
386,Customer_386,West,Corporate,2023-03-22
387,Customer_387,East,Consumer,2022-02-09
388,Customer_388,East,Consumer,2021-01-03
389,Customer_389,North,Home Office,2021-03-14
390,Customer_390,North,Corporate,2020-06-07
391,Customer_391,East,Consumer,2022-04-02
392,Customer_392,East,Corporate,2022-05-31
393,Customer_393,West,Corporate,2022-08-13
394,Customer_394,West,Home Office,2022-12-15
395,Customer_395,East,Corporate,2021-11-21
396,Customer_396,West,Home Office,2020-11-21
397,Customer_397,West,Consumer,2023-06-14
398,Customer_398,South,Corporate,2022-04-14
399,Customer_399,West,Consumer,2021-10-05
400,Customer_400,North,Corporate,2020-12-24
401,Customer_401,West,Consumer,2022-08-20
402,Customer_402,West,Corporate,2020-08-11
403,Customer_403,East,Corporate,2023-02-23
404,Customer_404,North,Corporate,2020-07-18
405,Customer_405,West,Corporate,2022-09-12
406,Customer_406,West,Corporate,2020-12-04
407,Customer_407,South,Corporate,2023-03-25
408,Customer_408,West,Corporate,2021-12-31
409,Customer_409,West,Corporate,2022-05-23
410,Customer_410,South,Corporate,2020-10-17
411,Customer_411,East,Consumer,2020-03-05
412,Customer_412,West,Home Office,2020-03-05
413,Customer_413,South,Corporate,2022-03-13
414,Customer_414,North,Home Office,2022-12-31
415,Customer_415,East,Corporate,2021-12-17
416,Customer_416,North,Corporate,2023-03-09
417,Customer_417,North,Consumer,2021-08-11
418,Customer_418,South,Consumer,2022-01-04
419,Customer_419,West,Home Office,2023-04-09
420,Customer_420,South,Consumer,2021-09-23
421,Customer_421,South,Consumer,2021-04-21
422,Customer_422,South,Home Office,2021-12-23
423,Customer_423,South,Consumer,2022-06-12
424,Customer_424,East,Corporate,2021-12-24
425,Customer_425,West,Home Office,2022-07-25
426,Customer_426,North,Home Office,2023-07-05
427,Customer_427,North,Corporate,2023-04-11
428,Customer_428,West,Consumer,2023-01-24
429,Customer_429,North,Home Office,2023-03-06
430,Customer_430,West,Home Office,2020-11-08
431,Customer_431,North,Corporate,2023-02-19
432,Customer_432,South,Corporate,2021-05-06
433,Customer_433,North,Consumer,2020-05-19
434,Customer_434,West,Home Office,2022-08-13
435,Customer_435,West,Consumer,2020-07-23
436,Customer_436,West,Consumer,2021-07-26
437,Customer_437,West,Corporate,2023-01-17
438,Customer_438,West,Home Office,2021-09-21
439,Customer_439,East,Home Office,2023-04-20
440,Customer_440,East,Home Office,2022-05-19
441,Customer_441,North,Corporate,2022-09-02
442,Customer_442,West,Corporate,2021-06-27
443,Customer_443,North,Corporate,2022-06-24
444,Customer_444,West,Corporate,2023-05-11
445,Customer_445,West,Corporate,2020-11-24
446,Customer_446,East,Home Office,2022-05-18
447,Customer_447,East,Consumer,2023-05-21
448,Customer_448,South,Home Office,2023-11-02
449,Customer_449,East,Consumer,2023-06-21
450,Customer_450,South,Corporate,2021-05-26
451,Customer_451,South,Consumer,2020-12-02
452,Customer_452,South,Home Office,2023-06-20
453,Customer_453,South,Home Office,2022-05-08
454,Customer_454,South,Consumer,2023-02-23
455,Customer_455,North,Corporate,2023-01-27
456,Customer_456,East,Corporate,2023-10-24
457,Customer_457,South,Home Office,2021-09-09
458,Customer_458,West,Consumer,2023-07-14
459,Customer_459,East,Corporate,2022-06-03
460,Customer_460,East,Corporate,2023-12-26
461,Customer_461,South,Home Office,2022-03-13
462,Customer_462,North,Corporate,2021-07-15
463,Customer_463,South,Consumer,2021-04-28
464,Customer_464,North,Home Office,2021-04-10
465,Customer_465,West,Home Office,2022-02-05
466,Customer_466,East,Consumer,2022-03-31
467,Customer_467,West,Home Office,2023-07-04
468,Customer_468,North,Corporate,2023-10-29
469,Customer_469,North,Corporate,2023-11-09
470,Customer_470,West,Consumer,2022-12-23
471,Customer_471,North,Corporate,2020-12-28
472,Customer_472,West,Consumer,2020-08-16
473,Customer_473,East,Consumer,2020-06-05
474,Customer_474,West,Corporate,2022-10-14
475,Customer_475,East,Consumer,2021-03-15
476,Customer_476,West,Corporate,2021-12-23
477,Customer_477,North,Home Office,2021-05-07
478,Customer_478,West,Home Office,2023-09-08
479,Customer_479,North,Consumer,2023-08-27
480,Customer_480,West,Corporate,2023-01-27
481,Customer_481,West,Corporate,2023-11-10
482,Customer_482,South,Home Office,2021-07-31
483,Customer_483,North,Home Office,2022-04-14
484,Customer_484,South,Corporate,2021-06-11
485,Customer_485,North,Consumer,2020-06-17
486,Customer_486,South,Home Office,2020-12-06
487,Customer_487,East,Consumer,2023-11-05
488,Customer_488,West,Consumer,2020-11-04
489,Customer_489,North,Home Office,2021-08-07
490,Customer_490,North,Consumer,2020-11-28
491,Customer_491,West,Consumer,2021-03-27
492,Customer_492,North,Corporate,2023-10-03
493,Customer_493,North,Consumer,2020-11-19
494,Customer_494,South,Corporate,2020-05-21
495,Customer_495,North,Home Office,2023-02-15
496,Customer_496,East,Home Office,2020-07-24
497,Customer_497,East,Corporate,2022-09-14
498,Customer_498,West,Home Office,2020-02-16
499,Customer_499,North,Consumer,2023-02-25
500,Customer_500,West,Consumer,2023-07-05
501,Customer_501,East,Consumer,2023-11-22
502,Customer_502,North,Home Office,2020-01-16
503,Customer_503,North,Consumer,2021-06-02
504,Customer_504,West,Home Office,2022-05-07
505,Customer_505,East,Consumer,2022-02-07
506,Customer_506,North,Corporate,2021-06-23
507,Customer_507,West,Home Office,2020-11-21
508,Customer_508,East,Home Office,2022-05-21
509,Customer_509,West,Consumer,2023-11-09
510,Customer_510,South,Home Office,2021-12-15
511,Customer_511,North,Home Office,2021-01-04
512,Customer_512,South,Corporate,2023-08-13
513,Customer_513,East,Corporate,2022-05-06
514,Customer_514,South,Consumer,2022-06-25
515,Customer_515,South,Corporate,2022-12-24
516,Customer_516,East,Consumer,2022-09-03
517,Customer_517,West,Consumer,2023-08-31
518,Customer_518,South,Consumer,2020-11-26
519,Customer_519,West,Home Office,2022-09-13
520,Customer_520,South,Corporate,2021-02-13
521,Customer_521,West,Consumer,2020-11-21
522,Customer_522,East,Corporate,2022-03-06
523,Customer_523,South,Consumer,2022-07-26
524,Customer_524,East,Corporate,2023-01-06
525,Customer_525,South,Corporate,2024-01-11
526,Customer_526,East,Consumer,2022-04-18
527,Customer_527,East,Home Office,2021-02-04
528,Customer_528,South,Corporate,2022-03-25
529,Customer_529,South,Home Office,2023-10-04
530,Customer_530,South,Home Office,2023-07-20
531,Customer_531,North,Consumer,2020-10-27
532,Customer_532,West,Consumer,2020-07-05
533,Customer_533,North,Consumer,2020-12-31
534,Customer_534,North,Corporate,2021-07-31
535,Customer_535,East,Consumer,2023-10-16
536,Customer_536,South,Consumer,2023-10-03
537,Customer_537,West,Corporate,2022-03-02
538,Customer_538,East,Corporate,2021-09-25
539,Customer_539,North,Consumer,2023-02-28
540,Customer_540,South,Consumer,2021-05-15
541,Customer_541,East,Consumer,2022-04-20
542,Customer_542,South,Consumer,2022-05-10
543,Customer_543,East,Home Office,2021-05-12
544,Customer_544,South,Home Office,2022-10-23
545,Customer_545,North,Consumer,2020-12-28
546,Customer_546,West,Home Office,2023-05-25
547,Customer_547,North,Corporate,2023-05-17
548,Customer_548,West,Home Office,2022-07-03
549,Customer_549,South,Home Office,2021-01-04
550,Customer_550,East,Consumer,2022-01-25
551,Customer_551,North,Home Office,2023-11-10
552,Customer_552,West,Home Office,2023-09-10
553,Customer_553,North,Home Office,2023-05-24
554,Customer_554,West,Home Office,2022-09-03
555,Customer_555,North,Corporate,2023-06-10
556,Customer_556,West,Consumer,2020-07-17
557,Customer_557,West,Consumer,2023-03-21
558,Customer_558,South,Corporate,2023-10-05
559,Customer_559,West,Home Office,2023-11-09
560,Customer_560,South,Corporate,2020-02-26
561,Customer_561,West,Home Office,2021-01-04
562,Customer_562,East,Corporate,2020-03-11
563,Customer_563,East,Consumer,2020-06-14
564,Customer_564,East,Consumer,2023-10-18
565,Customer_565,West,Consumer,2023-07-17
566,Customer_566,South,Home Office,2021-01-15
567,Customer_567,South,Home Office,2020-03-20
568,Customer_568,West,Corporate,2024-01-11
569,Customer_569,East,Corporate,2022-05-26
570,Customer_570,East,Consumer,2022-06-25
571,Customer_571,South,Home Office,2022-03-22
572,Customer_572,East,Corporate,2022-06-17
573,Customer_573,North,Home Office,2020-02-11
574,Customer_574,South,Home Office,2023-06-24
575,Customer_575,East,Consumer,2020-10-18
576,Customer_576,South,Consumer,2022-10-29
577,Customer_577,North,Home Office,2020-03-20
578,Customer_578,South,Home Office,2020-11-26
579,Customer_579,South,Home Office,2022-12-16
580,Customer_580,South,Home Office,2020-11-23
581,Customer_581,South,Consumer,2023-07-06
582,Customer_582,North,Corporate,2020-02-14
583,Customer_583,West,Consumer,2021-12-01
584,Customer_584,South,Corporate,2020-03-24
585,Customer_585,South,Home Office,2023-02-10
586,Customer_586,East,Corporate,2021-05-03
587,Customer_587,South,Consumer,2020-06-26
588,Customer_588,East,Consumer,2020-07-29
589,Customer_589,West,Home Office,2021-04-24
590,Customer_590,North,Consumer,2023-01-11
591,Customer_591,North,Home Office,2020-06-30
592,Customer_592,West,Consumer,2023-06-30
593,Customer_593,North,Consumer,2022-07-07
594,Customer_594,West,Home Office,2023-08-08
595,Customer_595,West,Corporate,2021-04-03
596,Customer_596,West,Consumer,2023-09-08
597,Customer_597,North,Corporate,2022-12-17
598,Customer_598,East,Consumer,2020-03-08
599,Customer_599,West,Consumer,2021-05-07
600,Customer_600,South,Consumer,2020-10-21
601,Customer_601,North,Consumer,2023-07-17
602,Customer_602,West,Corporate,2020-06-23
603,Customer_603,West,Corporate,2021-11-09
604,Customer_604,South,Consumer,2020-01-08
605,Customer_605,East,Consumer,2022-06-17
606,Customer_606,East,Corporate,2021-04-25
607,Customer_607,East,Home Office,2023-01-18
608,Customer_608,West,Home Office,2021-05-01
609,Customer_609,West,Corporate,2023-11-27
610,Customer_610,West,Consumer,2022-10-23
611,Customer_611,North,Consumer,2020-07-24
612,Customer_612,South,Home Office,2022-09-04
613,Customer_613,West,Home Office,2020-09-17
614,Customer_614,South,Corporate,2020-12-16
615,Customer_615,South,Home Office,2020-09-06
616,Customer_616,East,Corporate,2020-08-06
617,Customer_617,North,Home Office,2022-08-29
618,Customer_618,West,Home Office,2021-04-25
619,Customer_619,East,Home Office,2020-07-26
620,Customer_620,East,Consumer,2023-08-19
621,Customer_621,West,Consumer,2022-12-18
622,Customer_622,South,Consumer,2023-03-15
623,Customer_623,East,Home Office,2020-02-07
624,Customer_624,South,Corporate,2020-11-01
625,Customer_625,North,Corporate,2020-08-08
626,Customer_626,South,Corporate,2021-05-18
627,Customer_627,North,Corporate,2020-03-27
628,Customer_628,South,Consumer,2022-03-26
629,Customer_629,East,Consumer,2021-07-05
630,Customer_630,East,Home Office,2023-05-17
631,Customer_631,North,Home Office,2023-05-07
632,Customer_632,West,Corporate,2022-09-15
633,Customer_633,North,Consumer,2020-08-26
634,Customer_634,North,Corporate,2021-04-12
